1,5224151,3
1,4295776,12
1,5015618,1
1,4431410,1
1,4352053,1
1,7260219,1
1,3846864,6
1,729114,1
1,5151891,3
1,3682393,1
1,943882,6
1,4128894,1
1,5295903,1
1,5107760,1
1,4686163,1
1,3402724,6
1,4074267,1
1,4509884,1
1,3573197,1
1,2644204,1
1,4499389,1
1,2656046,1
1,1699805,1
1,4623560,1
1,2654993,1
1,2634715,1
1,3058780,1
1,3433956,3
1,4395052,4
1,5014051,1
1,2655138,1
1,4319435,1
1,5165734,1
1,5030670,1
1,5145607,1
1,2640729,1
2,3689560,2
2,4683317,6
2,5861897,1
2,3353540,4
2,4920808,15
2,283806,1
2,4530372,11
2,4059102,3
2,281184,814
2,174991,2
2,264371,5
2,4641239,1
2,5140405,1
2,361058,3
2,4699442,3
2,284315,39
2,4255466,26
2,4516412,71
2,4560349,2
2,4669635,1
2,293322,3
2,4461941,10
2,284899,64
2,295620,9
2,299817,5
2,285066,73
2,1020098,1
2,294098,28
2,146214,2
2,170654,60
2,4733624,1
2,2989611,2
2,4711725,1
2,295530,34
2,4223379,2
2,8428283,1
2,4160610,3
2,4717232,1
2,295629,21
2,5324200,19
2,4348599,1
3,2641170,3
3,6100832,3
3,2638664,3
3,4845056,3
3,3846864,3
3,2633563,3
3,6058560,12
3,2633858,3
3,5861897,2
3,4735966,3
3,2964574,6
3,2637126,3
3,4711725,1
3,4835003,3
3,2639268,3
3,2652221,3
3,4709272,2
3,2653877,9
3,6182962,3
3,5014051,1
3,2644972,3
4,662432,1
4,6058560,1
4,4160610,4
4,5007531,1
4,3938396,1
4,361058,1
4,4352053,1
4,7260219,1
4,5356451,9
4,264371,1
4,2525646,1
4,5861897,1
4,4711725,1
4,2969284,1
5,3573989,1
5,4160610,4
5,5861897,1
5,4319435,8
5,4711725,1
6,3031582,5
6,2857807,1
6,5688025,30
6,4776222,1
6,3025892,1
6,3024066,7
6,4295776,1
6,3035681,1
6,3938396,3
6,2983276,1
6,2984513,1
6,4352053,1
6,4405434,46
6,5356451,1
6,4330145,5
6,2986495,1
6,3169231,1
6,3832934,11
6,524901,2
6,3026467,1
6,5861897,1
6,2387495,7
6,2964574,1
6,4778626,1
6,2950159,45
6,5013924,1
6,3646738,1
6,5097357,4
6,2761369,5
6,2852458,1
6,5913695,5
6,2638664,6
6,3455784,14
6,5895650,5
6,6058560,28
6,2634715,7
6,4543762,2
6,3058780,4
6,4560349,2
6,2960316,6
6,2654675,1
6,2974678,2
6,3176959,1
6,2655138,1
6,4355585,4
6,2992166,1
6,2507480,1
6,2994144,2
6,4535740,2
6,3459712,1
6,2969679,33
6,4711725,1
6,2972315,2
6,5725846,1
6,3457247,2
6,2650628,1
6,252601,1
6,4996248,4
7,2634103,3
7,5688025,1
7,6074377,6
7,6077243,1
7,361058,1
7,4735702,2
7,3178019,1
7,5110302,1
7,5356451,1
7,4170688,1
7,4942618,1
7,3846864,3
7,3832934,1
7,5097598,1
7,2525646,1
7,5861897,1
7,170654,1
7,2639577,1
7,2637265,1
7,2638664,1
7,1689994,1
7,3164603,5
7,6058560,2
7,5162097,1
7,2911298,1
7,4516412,1
7,4560349,1
7,2468245,1
7,281184,1
7,5097529,1
7,4066811,1
7,2165478,2
7,4355585,1
7,3362349,5
7,2759794,1
7,5409059,1
7,4711725,1
7,1263532,1
7,5030670,2
7,2640729,1
7,148730,1
7,4887398,2
7,4692883,1
7,4174201,2
8,2077963,2
8,5224151,2
8,4169345,2
8,2653228,1
8,3573989,1
8,2634910,1
8,4160610,3
8,4167147,1
8,4186213,4
8,4227213,3
8,4405434,2
8,5097598,1
8,5861897,1
8,4351871,2
8,4623560,1
8,2634715,4
8,4560349,3
8,3563856,4
8,1310460,2
8,264371,3
8,4487042,1
8,3534432,2
8,4711725,1
8,4996248,2
8,2646393,4
9,3176959,7
9,3164603,1
9,3172394,6
9,4058219,1
9,5861897,1
9,4160610,1
9,4711725,1
9,7260219,3
9,4705708,1
10,4733624,1
10,5423294,2
10,3058780,2
10,3938396,1
10,2745912,1
10,5838198,1
10,5861897,1
10,4711725,1
10,2761369,1
11,1861416,1
11,6166739,4
11,5103580,1
11,3445575,1
11,5856195,4
11,5861897,1
11,3450554,2
11,4074267,1
11,4569298,2
11,1699805,1
11,6058560,1
11,2634715,3
11,5423294,1
11,4560349,3
11,2654675,1
11,4271935,1
11,1848354,1
11,4711725,1
11,2657030,3
11,5030670,3
11,4692559,3
11,5563397,1
12,2637265,94
12,4508722,1
12,2077963,2
12,5224151,1
12,5158164,4
12,2634715,1
12,4260210,3
12,3058780,31
12,4160610,1
12,4560349,1
12,7315234,1
12,361058,1
12,4954611,1
12,5131692,3
12,5992500,1
12,4405434,1
12,5406421,7
12,4942618,1
12,5316428,1
12,5771826,1
12,3181928,2
12,2656333,1
12,4904996,3
12,5861897,1
12,4101241,2
12,3024440,1
12,4711725,1
12,5379439,4
12,4885418,1
12,4499389,1
12,1699805,3
12,595689,1
13,3179347,1
13,3179235,1
13,5153420,1
13,4167147,1
13,5356451,3
13,3029213,1
13,3164565,1
13,5861897,1
13,3181554,2
13,3178998,1
13,662432,1
13,7315234,2
13,3169361,1
13,358048,1
13,4900373,1
13,264371,1
13,3164527,1
13,4389418,1
13,4711725,1
13,595689,1
13,4165637,1
13,3177300,1
13,5224151,1
13,4352053,1
13,7260219,1
13,3170621,4
13,3181928,1
13,3169561,1
13,5540831,1
13,2501152,2
13,3176959,6
13,3182884,2
13,4355585,3
13,5175496,2
14,5224151,2
14,3573989,2
14,5257029,20
14,5861897,1
14,4487042,1
14,4717232,1
14,4735966,2
14,4711725,1
14,5422191,1
15,3675605,1
15,4273299,2
15,2524170,1
15,2154219,1
15,5861897,1
15,4711725,1
15,2950159,1
15,2761369,13
